employee_id,task_id,task_type,task_given_date,days_to_deadline,priority,original_completed_days,actual_hours_to_complete,is_completed,rating,perceived_difficulty,primary_skill_matching,secondary_skill_matching,ternary_skill_matching,volume_metric,dependency_score,error_risk
EMP_006,TSK_0053566,Feature Development,2026-02-18,17,Medium,2.2,19.2,1,5.0,1,0.79,0.62,0.07,2,3,2
EMP_006,TSK_0053567,Bug Fix,2026-03-13,17,Low,11.5,68.5,1,4.1,4,0.49,0.29,0.07,5,3,3
EMP_006,TSK_0053568,Bug Fix,2025-10-06,16,Medium,4.7,30.5,1,4.4,3,0.47,0.16,0.03,2,2,3
EMP_006,TSK_0053569,Bug Fix,2025-12-19,15,Medium,2.5,16.7,1,5.0,2,0.73,0.55,0.33,2,2,3
EMP_006,TSK_0053570,Bug Fix,2024-03-26,15,Medium,,,0,,1,0.53,0.13,0.05,2,1,0
EMP_006,TSK_0053571,Bug Fix,2024-10-26,10,High,7.7,50.6,1,2.7,3,0.75,0.43,0.21,4,2,2
EMP_006,TSK_0053572,Bug Fix,2025-04-11,19,Low,,,0,,1,0.91,0.48,0.19,2,2,1
EMP_006,TSK_0053573,Bug Fix,2024-08-11,21,Low,3.3,19.9,1,5.0,1,0.64,0.57,0.41,2,1,1
EMP_006,TSK_0053574,Bug Fix,2024-04-22,26,Low,10.3,64.0,1,3.8,5,0.64,0.3,0.05,4,4,3
EMP_006,TSK_0053575,Feature Development,2025-01-10,17,Medium,4.5,30.5,1,4.8,2,0.84,0.35,0.29,3,2,1
EMP_006,TSK_0053576,Code Review,2026-04-15,5,Critical,2.6,20.3,1,3.3,2,0.84,0.32,0.1,2,4,2
EMP_006,TSK_0053577,Feature Development,2026-02-27,13,Medium,0.6,8.4,1,5.0,2,0.57,0.49,0.2,1,2,3
EMP_006,TSK_0053578,Bug Fix,2025-02-22,7,High,2.9,22.0,1,4.7,1,0.91,0.12,0.05,2,2,1
EMP_006,TSK_0053579,System Maintenance,2026-05-13,3,Critical,1.5,10.6,1,3.3,1,0.58,0.41,0.06,1,1,3
EMP_006,TSK_0053580,Code Review,2024-07-24,10,Medium,,,0,,2,0.69,0.39,0.06,2,3,3
EMP_006,TSK_0053581,Documentation,2026-04-07,14,Medium,1.0,11.5,1,5.0,1,0.36,0.22,0.01,1,0,0
EMP_006,TSK_0053582,Documentation,2024-06-17,11,Medium,0.9,8.3,1,5.0,0,0.96,0.31,0.09,1,0,0
EMP_006,TSK_0053583,Feature Development,2025-09-18,16,Medium,,,0,,3,0.79,0.17,0.05,5,1,2
EMP_006,TSK_0053584,Code Review,2024-05-21,20,Low,2.6,20.9,1,5.0,1,0.85,0.35,0.07,2,1,0
EMP_006,TSK_0053585,Code Review,2025-12-24,24,Low,3.2,17.3,1,5.0,1,0.64,0.42,0.05,2,1,1
EMP_006,TSK_0053586,Feature Development,2026-03-18,15,Medium,1.3,10.2,1,5.0,1,0.59,0.19,0.12,1,1,3
EMP_006,TSK_0053587,Documentation,2024-10-26,23,Low,5.2,34.8,1,5.0,3,0.97,0.68,0.12,3,1,1
EMP_006,TSK_0053588,Documentation,2024-03-06,17,Medium,3.4,23.0,1,4.5,2,0.47,0.13,0.07,2,2,3
EMP_006,TSK_0053589,Feature Development,2024-05-08,9,Critical,7.9,49.9,1,3.4,3,0.92,0.35,0.16,4,4,2
EMP_006,TSK_0053590,Bug Fix,2024-12-30,16,Medium,4.9,33.8,1,4.2,3,0.72,0.63,0.21,3,2,3
EMP_006,TSK_0053591,Feature Development,2025-03-26,21,Low,9.5,58.0,1,3.2,3,0.73,0.16,0.03,5,1,3
EMP_006,TSK_0053592,Bug Fix,2024-10-19,11,High,5.6,33.0,1,4.1,2,0.82,0.3,0.22,3,3,1
EMP_006,TSK_0053593,Bug Fix,2024-02-22,10,High,,,0,,3,0.75,0.69,0.37,4,3,2
EMP_006,TSK_0053594,Feature Development,2025-09-16,5,Critical,,,0,,2,0.84,0.29,0.1,2,2,2
EMP_006,TSK_0053595,Bug Fix,2024-04-19,13,Medium,1.7,10.8,1,5.0,1,0.84,0.55,0.16,1,3,1
EMP_006,TSK_0053596,System Maintenance,2025-02-26,14,Low,2.0,12.6,1,5.0,1,0.87,0.68,0.38,1,1,1
EMP_006,TSK_0053597,Documentation,2025-08-18,13,Low,2.5,15.5,1,4.9,1,0.83,0.64,0.12,2,2,2
EMP_006,TSK_0053598,Code Review,2024-07-07,15,Low,2.1,16.6,1,5.0,1,0.61,0.23,0.05,2,1,2
EMP_006,TSK_0053599,Bug Fix,2026-04-04,16,Medium,4.7,32.9,1,4.1,2,0.74,0.3,0.22,3,2,1
EMP_006,TSK_0053600,Bug Fix,2025-10-31,4,Critical,1.2,4.7,1,5.0,1,0.66,0.21,0.01,1,3,1
EMP_006,TSK_0053601,Documentation,2025-08-16,10,Medium,,,0,,2,0.48,0.14,0.03,2,1,1
EMP_006,TSK_0053602,Feature Development,2025-10-19,7,High,3.5,24.5,1,4.0,3,0.88,0.39,0.29,2,0,2
EMP_006,TSK_0053603,Bug Fix,2025-03-23,12,High,6.2,33.4,1,3.9,2,0.59,0.4,0.02,3,2,2
EMP_006,TSK_0053604,Data Pipeline,2024-04-27,22,Low,2.2,12.8,1,5.0,2,0.74,0.59,0.05,1,1,2
EMP_006,TSK_0053605,Feature Development,2025-07-13,16,Medium,1.5,8.9,1,5.0,0,0.8,0.33,0.02,1,3,1
EMP_006,TSK_0053606,Feature Development,2026-01-23,16,Medium,,,0,,3,0.48,0.22,0.01,5,3,3
EMP_006,TSK_0053607,System Maintenance,2026-01-12,23,Low,13.5,77.7,1,3.4,5,0.55,0.35,0.15,5,2,2
EMP_006,TSK_0053608,Bug Fix,2025-11-30,14,Medium,,,0,,1,0.77,0.45,0.03,2,0,1
EMP_006,TSK_0053609,Documentation,2024-09-23,15,Medium,1.8,14.4,1,5.0,0,0.75,0.39,0.12,2,2,1
EMP_006,TSK_0053610,System Maintenance,2026-03-15,17,Medium,,,0,,2,0.84,0.41,0.11,3,2,2
EMP_006,TSK_0053611,Bug Fix,2025-06-08,13,Medium,2.7,19.6,1,4.9,1,0.58,0.26,0.03,2,1,2
EMP_006,TSK_0053612,Data Pipeline,2025-08-19,14,High,9.5,57.9,1,3.4,3,0.57,0.43,0.16,5,3,2
EMP_006,TSK_0053613,Feature Development,2025-07-09,5,Critical,3.5,22.5,1,4.0,2,0.71,0.4,0.32,2,3,2
EMP_006,TSK_0053614,Data Pipeline,2025-02-11,18,Low,3.6,17.5,1,4.9,1,0.91,0.22,0.12,2,2,2
EMP_006,TSK_0053615,Feature Development,2024-09-13,18,Low,1.1,11.1,1,5.0,1,0.92,0.46,0.25,1,2,1
EMP_006,TSK_0053616,System Maintenance,2025-07-06,17,Medium,,,0,,2,0.85,0.24,0.06,4,2,2
EMP_006,TSK_0053617,Code Review,2024-09-30,20,Medium,,,0,,2,0.92,0.47,0.07,5,2,2
EMP_006,TSK_0053618,Code Review,2026-05-01,14,Medium,,,0,,3,0.53,0.35,0.07,3,1,3
EMP_006,TSK_0053619,Data Pipeline,2025-08-20,7,High,4.9,25.0,1,3.7,3,0.89,0.55,0.08,2,2,3
EMP_006,TSK_0053620,Feature Development,2025-12-15,14,Low,2.8,17.5,1,5.0,1,0.78,0.13,0.03,2,2,1
EMP_006,TSK_0053621,Feature Development,2026-03-02,19,Medium,4.1,29.5,1,4.6,2,0.69,0.51,0.06,3,1,2
EMP_006,TSK_0053622,Feature Development,2025-06-26,15,Medium,,,0,,3,0.71,0.47,0.17,1,2,3
EMP_006,TSK_0053623,Feature Development,2025-10-25,15,Low,3.1,26.0,1,5.0,1,0.9,0.12,0.05,3,2,2
EMP_006,TSK_0053624,Code Review,2025-03-07,22,Low,1.8,13.2,1,5.0,2,0.44,0.27,0.05,1,2,2
EMP_006,TSK_0053625,Data Pipeline,2024-01-02,10,Critical,11.9,74.5,1,3.4,4,0.8,0.39,0.19,5,3,4
EMP_006,TSK_0053626,Code Review,2024-05-24,21,Medium,,,0,,2,0.83,0.27,0.14,4,1,1
EMP_006,TSK_0053627,Feature Development,2025-06-17,7,High,,,0,,3,0.8,0.6,0.26,2,1,2
EMP_006,TSK_0053628,Documentation,2025-02-20,11,High,5.1,30.0,1,5.0,1,0.93,0.62,0.21,3,2,0
EMP_006,TSK_0053629,Feature Development,2026-05-25,21,Low,8.4,57.0,1,3.8,3,0.77,0.36,0.03,5,1,1
EMP_006,TSK_0053630,Documentation,2024-06-18,14,Low,4.3,26.0,1,4.6,4,0.49,0.18,0.05,2,3,2
EMP_006,TSK_0053631,Bug Fix,2024-12-17,12,Medium,3.5,19.4,1,5.0,2,0.53,0.19,0.02,2,1,1
EMP_006,TSK_0053632,Bug Fix,2025-03-18,6,Critical,3.9,22.9,1,3.0,3,0.17,0.12,0.03,2,2,4
EMP_006,TSK_0053633,Code Review,2024-03-08,6,High,2.2,11.9,1,5.0,1,0.87,0.64,0.11,1,1,2
EMP_006,TSK_0053634,Bug Fix,2025-03-25,16,Medium,9.6,59.0,1,3.8,3,0.78,0.61,0.23,5,2,1
EMP_006,TSK_0053635,Bug Fix,2025-12-22,9,High,,,0,,2,0.52,0.34,0.05,1,2,1
EMP_006,TSK_0053636,Code Review,2024-10-10,20,Medium,,,0,,3,0.87,0.52,0.21,5,1,3
EMP_006,TSK_0053637,Feature Development,2025-02-24,20,Low,,,0,,2,0.74,0.37,0.16,2,2,2
EMP_006,TSK_0053638,Code Review,2026-02-07,12,Medium,0.8,7.9,1,5.0,0,0.76,0.43,0.09,1,2,1
EMP_006,TSK_0053639,System Maintenance,2025-03-25,15,Low,,,0,,0,0.91,0.56,0.08,2,1,0
EMP_006,TSK_0053640,Code Review,2025-09-27,12,Low,2.0,8.4,1,5.0,1,0.92,0.4,0.1,1,0,1
EMP_006,TSK_0053641,Code Review,2025-10-06,23,Low,4.5,24.5,1,4.5,3,0.83,0.5,0.05,2,4,4
EMP_006,TSK_0053642,Feature Development,2025-07-28,21,Medium,,,0,,1,0.95,0.33,0.24,4,3,2
EMP_006,TSK_0053643,Code Review,2025-01-15,17,Medium,3.4,25.5,1,4.4,3,0.46,0.24,0.04,2,2,3
EMP_006,TSK_0053644,Bug Fix,2025-07-19,16,Medium,1.6,12.6,1,5.0,2,0.98,0.48,0.08,1,2,2
EMP_006,TSK_0053645,Code Review,2025-11-10,24,Low,3.9,23.3,1,5.0,2,0.41,0.29,0.06,2,2,2
EMP_006,TSK_0053646,Bug Fix,2025-11-23,11,High,,,0,,1,0.92,0.57,0.05,4,2,2
EMP_006,TSK_0053647,Bug Fix,2025-05-24,5,High,2.0,11.1,1,4.5,1,0.54,0.26,0.06,1,2,2
EMP_006,TSK_0053648,Code Review,2024-08-06,13,Medium,4.8,28.1,1,3.4,3,0.6,0.42,0.16,2,4,4
EMP_006,TSK_0053649,Documentation,2025-09-17,12,Medium,3.0,19.0,1,4.9,1,0.7,0.27,0.1,2,2,1
EMP_006,TSK_0053650,Feature Development,2024-07-21,22,Low,2.5,8.8,1,5.0,1,0.63,0.12,0.09,1,0,1
EMP_006,TSK_0053651,Feature Development,2024-06-03,18,Medium,,,0,,2,0.88,0.32,0.25,3,0,0
EMP_006,TSK_0053652,Code Review,2025-02-16,16,Low,2.2,17.1,1,5.0,1,0.67,0.47,0.11,2,1,1
EMP_006,TSK_0053653,Documentation,2024-12-09,15,Medium,,,0,,2,0.78,0.32,0.23,2,1,1
EMP_006,TSK_0053654,Bug Fix,2024-10-20,3,Critical,,,0,,0,0.87,0.17,0.06,1,0,0
EMP_006,TSK_0053655,Feature Development,2025-09-30,20,Medium,11.7,67.6,1,2.7,4,0.71,0.33,0.03,5,3,4
EMP_006,TSK_0053656,Bug Fix,2025-01-15,15,Medium,,,0,,4,0.42,0.26,0.15,3,3,3
EMP_006,TSK_0053657,Feature Development,2025-01-25,13,Medium,2.2,17.5,1,5.0,2,0.52,0.22,0.1,2,1,2
EMP_006,TSK_0053658,Code Review,2026-02-23,20,Low,,,0,,2,0.98,0.53,0.26,3,2,1
EMP_006,TSK_0053659,Bug Fix,2025-08-27,8,High,4.7,27.1,1,3.7,1,0.63,0.25,0.09,3,2,2
EMP_006,TSK_0053660,Code Review,2024-04-19,17,Low,,,0,,3,0.88,0.23,0.11,3,2,1
EMP_006,TSK_0053661,System Maintenance,2026-05-14,20,Medium,9.2,53.8,1,4.4,2,0.5,0.07,0.04,5,2,1
EMP_006,TSK_0053662,Documentation,2025-07-25,16,Medium,,,0,,1,0.75,0.25,0.06,1,2,1
EMP_006,TSK_0053663,Documentation,2025-11-10,18,Low,8.0,52.2,1,5.0,2,0.93,0.66,0.09,5,3,1
EMP_006,TSK_0053664,Code Review,2025-11-11,18,Low,,,0,,0,0.78,0.62,0.32,1,0,0
EMP_006,TSK_0053665,Data Pipeline,2024-10-09,14,Medium,,,0,,2,0.75,0.43,0.27,1,2,1
EMP_006,TSK_0053666,Bug Fix,2025-01-06,9,High,,,0,,3,0.82,0.45,0.21,3,2,2
EMP_006,TSK_0053667,Feature Development,2025-10-21,14,Medium,3.6,21.1,1,3.3,3,0.57,0.24,0.02,2,2,2
EMP_006,TSK_0053668,Code Review,2024-02-10,14,Medium,,,0,,2,0.81,0.14,0.01,2,2,1
EMP_006,TSK_0053669,Data Pipeline,2026-03-28,8,Critical,6.6,42.1,1,3.9,2,0.74,0.32,0.23,4,2,1
EMP_006,TSK_0053670,Feature Development,2024-02-21,7,High,3.1,18.7,1,4.3,2,0.64,0.42,0.15,2,2,1
EMP_006,TSK_0053671,Bug Fix,2025-01-29,14,Medium,5.4,35.7,1,4.9,1,0.89,0.25,0.08,4,1,0
EMP_006,TSK_0053672,System Maintenance,2026-02-14,4,Critical,1.5,6.5,1,4.9,1,0.62,0.42,0.2,1,1,0
EMP_006,TSK_0053673,Bug Fix,2025-09-04,13,Medium,2.4,16.5,1,5.0,1,0.62,0.2,0.09,2,3,3
EMP_006,TSK_0053674,Bug Fix,2025-06-02,12,Low,2.4,7.5,1,5.0,0,0.91,0.4,0.14,1,2,0
EMP_006,TSK_0053675,Feature Development,2025-11-16,17,Medium,5.5,35.9,1,3.7,3,0.9,0.36,0.14,3,3,3
EMP_006,TSK_0053676,Code Review,2024-02-07,10,High,,,0,,3,0.75,0.3,0.15,3,1,1
EMP_006,TSK_0053677,Data Pipeline,2025-02-27,12,Low,,,0,,2,0.67,0.11,0.06,1,3,5
EMP_006,TSK_0053678,Feature Development,2026-04-01,15,Medium,0.5,3.8,1,5.0,1,0.58,0.16,0.03,1,2,1
EMP_006,TSK_0053679,Code Review,2025-05-23,18,Low,5.4,35.8,1,4.9,3,0.92,0.39,0.05,3,2,2
EMP_006,TSK_0053680,Bug Fix,2025-04-15,18,Low,1.2,11.8,1,5.0,2,0.48,0.23,0.05,1,2,3
EMP_006,TSK_0053681,Code Review,2025-07-22,21,Low,7.2,46.7,1,4.4,1,0.93,0.21,0.08,5,2,3
EMP_006,TSK_0053682,Feature Development,2026-04-29,10,Medium,2.8,10.3,1,3.9,1,0.41,0.33,0.28,1,3,2
EMP_006,TSK_0053683,Bug Fix,2025-07-02,20,Low,,,0,,3,0.62,0.17,0.05,4,3,2
EMP_006,TSK_0053684,System Maintenance,2026-05-02,16,Medium,3.7,21.4,1,5.0,2,0.95,0.16,0.05,2,1,2
EMP_006,TSK_0053685,Bug Fix,2025-06-16,21,Low,7.6,45.9,1,4.0,3,0.51,0.31,0.09,4,2,2
EMP_006,TSK_0053686,Documentation,2026-05-10,11,Medium,2.1,17.9,1,5.0,1,0.78,0.28,0.09,2,4,2
EMP_006,TSK_0053687,System Maintenance,2026-03-10,17,Low,3.4,23.7,1,4.9,3,0.74,0.54,0.33,2,1,3
EMP_006,TSK_0053688,Bug Fix,2025-08-19,22,Low,2.9,15.2,1,5.0,1,0.64,0.52,0.23,2,1,1
EMP_006,TSK_0053689,Bug Fix,2025-05-17,23,Low,3.1,18.3,1,5.0,2,0.83,0.17,0.06,2,3,3
EMP_006,TSK_0053690,Feature Development,2024-10-26,7,High,1.6,8.8,1,4.8,1,0.85,0.49,0.11,1,1,1
EMP_006,TSK_0053691,Feature Development,2024-05-09,7,High,4.0,21.3,1,4.2,2,0.79,0.5,0.15,2,1,3
EMP_006,TSK_0053692,Documentation,2025-04-04,13,Low,0.6,7.2,1,5.0,2,0.44,0.23,0.15,1,4,2
EMP_006,TSK_0053693,Feature Development,2024-09-21,24,Low,7.7,50.7,1,4.4,3,0.6,0.48,0.16,4,3,2
EMP_006,TSK_0053694,System Maintenance,2025-12-09,19,Medium,,,0,,3,0.4,0.21,0.1,3,2,3
EMP_006,TSK_0053695,Data Pipeline,2026-01-11,19,Low,2.5,17.9,1,5.0,1,0.83,0.48,0.29,2,1,1
EMP_006,TSK_0053696,Data Pipeline,2024-08-07,9,Critical,,,0,,3,0.51,0.22,0.08,4,3,3
EMP_006,TSK_0053697,Bug Fix,2026-05-12,19,Medium,4.8,22.6,1,4.3,1,0.66,0.27,0.04,3,4,2
EMP_006,TSK_0053698,Bug Fix,2026-02-23,25,Low,4.6,28.5,1,5.0,1,0.98,0.53,0.22,3,1,1
EMP_006,TSK_0053699,Bug Fix,2024-12-24,18,Medium,11.0,73.7,1,3.0,5,0.7,0.05,0.01,5,2,4
EMP_006,TSK_0053700,Documentation,2025-01-14,6,Critical,,,0,,1,0.75,0.35,0.09,2,2,1
EMP_006,TSK_0053701,Bug Fix,2026-04-23,18,Low,6.8,37.9,1,3.5,3,0.55,0.41,0.1,3,3,3
EMP_006,TSK_0053702,Data Pipeline,2025-02-05,13,Medium,3.3,17.9,1,4.4,1,0.86,0.24,0.03,2,3,2
EMP_006,TSK_0053703,Code Review,2024-04-24,17,Medium,,,0,,1,0.64,0.24,0.16,2,4,1
EMP_006,TSK_0053704,Code Review,2025-09-28,5,Critical,3.8,24.1,1,2.9,3,0.63,0.42,0.14,2,2,4
EMP_006,TSK_0053705,Code Review,2024-01-08,22,Medium,10.6,70.3,1,3.9,4,0.82,0.55,0.09,5,2,2
EMP_006,TSK_0053706,Code Review,2025-07-28,23,Low,4.1,28.0,1,4.4,4,0.64,0.19,0.03,2,2,4
EMP_006,TSK_0053707,Bug Fix,2024-08-02,21,Low,1.4,10.0,1,5.0,1,0.9,0.63,0.2,1,1,1
EMP_006,TSK_0053708,Feature Development,2025-12-16,17,Low,,,0,,1,0.61,0.38,0.18,1,2,0
EMP_006,TSK_0053709,Code Review,2025-11-16,14,Medium,3.1,23.2,1,4.0,3,0.46,0.19,0.05,2,3,4
EMP_006,TSK_0053710,Documentation,2024-05-12,6,Critical,5.9,35.7,1,4.6,2,0.79,0.32,0.1,3,1,0
EMP_006,TSK_0053711,Feature Development,2025-03-30,12,Medium,,,0,,1,0.63,0.38,0.04,1,1,1
EMP_006,TSK_0053712,Data Pipeline,2025-12-14,10,High,5.2,37.0,1,3.9,3,0.76,0.45,0.28,3,2,2
EMP_006,TSK_0053713,Data Pipeline,2024-09-24,20,Medium,6.1,36.0,1,4.0,1,0.55,0.15,0.06,4,1,0
EMP_006,TSK_0053714,Feature Development,2024-06-25,15,Low,2.5,18.2,1,5.0,2,0.54,0.4,0.18,2,2,1
EMP_006,TSK_0053715,Code Review,2024-07-15,8,High,0.6,4.2,1,5.0,0,0.91,0.52,0.11,1,1,0
EMP_006,TSK_0053716,Feature Development,2024-05-11,23,Low,4.6,34.7,1,5.0,3,0.54,0.25,0.14,3,2,2
EMP_006,TSK_0053717,Bug Fix,2025-05-22,19,Medium,,,0,,4,0.54,0.27,0.1,3,2,3
EMP_006,TSK_0053718,Data Pipeline,2024-06-06,16,Medium,8.1,50.8,1,3.2,3,0.47,0.29,0.12,4,2,2
EMP_006,TSK_0053719,System Maintenance,2026-04-25,21,Low,3.6,22.7,1,5.0,2,0.71,0.43,0.19,2,4,4
EMP_006,TSK_0053720,Code Review,2024-04-24,10,Critical,9.2,63.0,1,3.0,3,0.57,0.22,0.03,5,3,2
EMP_006,TSK_0053721,System Maintenance,2025-01-17,16,Medium,,,0,,4,0.32,0.22,0.09,4,1,4
EMP_006,TSK_0053722,Code Review,2026-01-20,17,Low,2.6,18.9,1,4.7,1,0.6,0.31,0.14,2,2,3
EMP_006,TSK_0053723,Code Review,2024-12-20,16,Medium,,,0,,3,0.66,0.22,0.03,3,2,5
EMP_006,TSK_0053724,Code Review,2024-08-18,20,Low,,,0,,1,0.75,0.29,0.01,1,1,1
EMP_006,TSK_0053725,Bug Fix,2024-09-08,17,Low,8.9,53.9,1,3.6,4,0.8,0.66,0.26,4,2,4
EMP_006,TSK_0053726,Bug Fix,2024-09-25,13,Medium,7.0,38.7,1,4.6,3,0.8,0.55,0.11,3,2,1
EMP_006,TSK_0053727,Feature Development,2024-09-21,19,Medium,7.3,50.7,1,4.3,3,0.66,0.12,0.02,4,3,2
EMP_006,TSK_0053728,Code Review,2025-05-10,16,Medium,4.2,22.2,1,5.0,2,0.82,0.71,0.34,2,2,1
EMP_006,TSK_0053729,Code Review,2025-05-14,13,Medium,1.8,4.7,1,5.0,0,0.73,0.51,0.07,1,2,1
EMP_006,TSK_0053730,Documentation,2024-10-25,10,High,2.2,18.3,1,5.0,2,0.78,0.59,0.14,2,2,1
EMP_006,TSK_0053731,Bug Fix,2026-04-04,4,Critical,1.8,11.4,1,4.3,1,0.87,0.19,0.06,1,1,1
EMP_006,TSK_0053732,Feature Development,2026-05-24,19,Medium,6.2,36.7,1,3.5,4,0.57,0.24,0.14,3,4,4
EMP_006,TSK_0053733,Feature Development,2024-12-23,13,Medium,3.7,27.2,1,3.8,4,0.38,0.15,0.02,2,2,2
EMP_006,TSK_0053734,Bug Fix,2025-04-08,8,High,3.6,25.2,1,4.4,2,0.72,0.34,0.13,2,1,2
EMP_006,TSK_0053735,System Maintenance,2024-11-14,8,High,3.9,23.7,1,3.8,3,0.9,0.2,0.05,2,2,3
EMP_006,TSK_0053736,Documentation,2025-01-18,18,Low,4.2,26.7,1,3.8,3,0.33,0.14,0.06,2,1,4
EMP_006,TSK_0053737,Bug Fix,2025-12-20,8,High,1.4,13.7,1,5.0,0,0.94,0.77,0.26,2,0,0
EMP_006,TSK_0053738,Documentation,2025-05-09,17,Medium,5.1,31.8,1,3.8,3,0.76,0.54,0.06,3,1,2
EMP_006,TSK_0053739,Code Review,2025-05-20,13,Medium,,,0,,1,0.8,0.39,0.19,2,2,1
EMP_006,TSK_0053740,Code Review,2026-01-12,18,Medium,,,0,,5,0.64,0.23,0.11,5,4,3
EMP_006,TSK_0053741,System Maintenance,2024-12-29,10,High,5.8,36.1,1,3.6,3,0.69,0.4,0.07,3,2,2
EMP_006,TSK_0053742,Code Review,2024-12-18,13,Medium,0.9,9.5,1,5.0,2,0.63,0.38,0.14,1,3,3
EMP_006,TSK_0053743,Data Pipeline,2025-05-17,18,Medium,5.6,35.4,1,3.4,3,0.56,0.15,0.05,3,4,4
EMP_006,TSK_0053744,System Maintenance,2025-05-10,11,Medium,1.0,9.6,1,5.0,2,0.62,0.04,0.03,1,2,2
EMP_006,TSK_0053745,Bug Fix,2026-05-22,16,Medium,6.7,38.9,1,4.0,4,0.6,0.26,0.1,3,3,1
EMP_006,TSK_0053746,Bug Fix,2024-06-23,10,High,4.3,22.6,1,4.4,2,0.8,0.33,0.17,2,3,0
EMP_006,TSK_0053747,Feature Development,2025-03-07,17,Medium,4.3,28.3,1,4.2,2,0.74,0.33,0.18,3,2,3
EMP_006,TSK_0053748,Documentation,2025-09-19,10,Medium,1.1,8.0,1,5.0,1,0.64,0.28,0.17,1,2,1
EMP_006,TSK_0053749,Data Pipeline,2025-02-27,18,Low,1.9,6.1,1,5.0,1,0.88,0.59,0.34,1,3,3
EMP_006,TSK_0053750,Documentation,2024-09-08,15,Medium,4.3,32.6,1,4.1,2,0.36,0.31,0.14,3,3,2
EMP_006,TSK_0053751,Feature Development,2025-04-27,20,Low,,,0,,2,0.7,0.26,0.09,1,2,2
EMP_006,TSK_0053752,Documentation,2025-03-26,14,Medium,,,0,,3,0.76,0.48,0.35,2,1,0
EMP_006,TSK_0053753,Documentation,2024-11-11,12,High,,,0,,3,0.53,0.25,0.03,4,4,3
EMP_006,TSK_0053754,Feature Development,2026-05-17,12,Medium,4.2,26.7,1,4.3,1,0.61,0.4,0.25,3,2,2
EMP_006,TSK_0053755,Bug Fix,2025-12-23,6,Critical,4.7,23.0,1,2.5,3,0.5,0.26,0.13,2,3,4
EMP_006,TSK_0053756,Code Review,2024-08-22,13,High,,,0,,4,0.84,0.36,0.06,5,2,2
EMP_006,TSK_0053757,Documentation,2025-02-01,10,High,6.6,41.3,1,3.7,3,0.6,0.47,0.13,3,1,2
EMP_006,TSK_0053758,Code Review,2025-03-21,3,Critical,1.3,8.1,1,4.6,0,0.86,0.28,0.11,1,1,1
EMP_006,TSK_0053759,Bug Fix,2026-05-31,18,Medium,6.0,34.7,1,4.8,3,0.75,0.17,0.05,3,2,1
EMP_006,TSK_0053760,Feature Development,2026-01-30,25,Low,,,0,,3,0.79,0.28,0.13,3,1,3
EMP_006,TSK_0053761,Documentation,2024-12-11,9,Critical,7.1,46.7,1,2.7,3,0.71,0.46,0.28,4,3,3
EMP_006,TSK_0053762,System Maintenance,2024-04-08,14,Low,,,0,,3,0.9,0.47,0.21,2,2,2
EMP_006,TSK_0053763,System Maintenance,2025-01-05,19,Medium,4.9,32.9,1,4.2,2,0.48,0.23,0.06,3,1,2
EMP_006,TSK_0053764,Code Review,2025-12-05,8,High,1.7,10.1,1,4.2,0,0.41,0.16,0.03,1,1,1
EMP_006,TSK_0053765,Data Pipeline,2026-05-28,8,High,4.1,21.6,1,3.0,2,0.58,0.34,0.26,2,2,2
EMP_006,TSK_0053766,Bug Fix,2025-03-19,7,High,,,0,,1,0.86,0.54,0.32,2,2,2
EMP_006,TSK_0053767,Data Pipeline,2025-01-15,18,Medium,6.2,42.7,1,4.0,2,0.73,0.54,0.09,4,2,3
EMP_006,TSK_0053768,Code Review,2024-08-31,7,High,3.3,23.1,1,2.8,3,0.49,0.41,0.1,2,1,3
EMP_006,TSK_0053769,Documentation,2024-03-21,10,High,,,0,,3,0.35,0.2,0.04,3,1,4
EMP_006,TSK_0053770,Bug Fix,2025-09-29,16,Low,3.4,22.5,1,4.7,2,0.75,0.57,0.16,2,3,4
EMP_006,TSK_0053771,Data Pipeline,2024-03-10,8,Critical,8.9,55.2,1,3.7,4,0.82,0.53,0.04,4,2,1
EMP_006,TSK_0053772,Code Review,2024-08-13,19,Medium,6.6,39.0,1,4.8,3,0.78,0.47,0.06,3,2,2
EMP_006,TSK_0053773,Bug Fix,2024-03-02,21,Low,3.5,20.0,1,4.6,1,0.63,0.33,0.14,2,2,3
EMP_006,TSK_0053774,Feature Development,2025-09-27,7,Critical,5.2,39.4,1,3.9,4,0.63,0.28,0.06,3,2,2
EMP_006,TSK_0053775,Bug Fix,2024-08-21,14,Medium,2.8,17.7,1,5.0,2,0.83,0.34,0.13,2,3,1
EMP_006,TSK_0053776,Feature Development,2025-04-08,5,Critical,3.0,19.3,1,3.9,2,0.56,0.37,0.16,2,2,1
EMP_006,TSK_0053777,Feature Development,2025-05-13,20,Low,2.1,8.0,1,5.0,1,0.66,0.15,0.0,1,2,2
EMP_006,TSK_0053778,Code Review,2026-04-14,13,Medium,,,0,,3,0.66,0.44,0.18,3,3,3
EMP_006,TSK_0053779,Data Pipeline,2024-06-27,14,Low,4.2,27.4,1,3.3,4,0.26,0.16,0.1,2,3,4
EMP_006,TSK_0053780,System Maintenance,2024-04-26,9,High,2.8,22.1,1,4.1,3,0.34,0.22,0.01,2,2,2
EMP_006,TSK_0053781,Feature Development,2026-04-05,9,Critical,6.2,42.3,1,5.0,2,0.82,0.48,0.19,4,1,0
