employee_id,task_type,task_given_date,days_to_deadline,priority,original_completed_days,actual_hours_to_complete,is_completed,rating,perceived_difficulty,primary_skill_matching,secondary_skill_matching,ternary_skill_matching,volume_metric,dependency_score,error_risk,given_day_of_week,given_month,given_year
EMP_004,Feature Development,2024-08-12,7,Critical,3.3,24.2,1,4.2,2,0.42,0.2,0.12,3,2,2,0,8,2024
EMP_004,Bug Fix,2024-07-29,5,Critical,,,0,,2,0.7,0.43,0.19,2,2,2,0,7,2024
EMP_004,Bug Fix,2025-01-14,17,Medium,5.2,49.4,1,3.4,4,0.54,0.1,0.02,5,2,3,1,1,2025
EMP_004,Data Pipeline,2024-02-17,16,Low,0.5,1.8,1,5.0,1,0.68,0.2,0.01,1,2,1,5,2,2024
EMP_004,Data Pipeline,2025-10-24,8,High,0.5,5.8,1,5.0,0,0.89,0.32,0.21,1,4,1,4,10,2025
EMP_004,Code Review,2026-03-02,15,Medium,1.4,17.1,1,5.0,2,0.72,0.31,0.07,2,2,1,0,3,2026
EMP_004,Bug Fix,2025-04-30,28,Low,5.3,43.1,1,5.0,3,0.86,0.2,0.11,5,2,1,2,4,2025
EMP_004,Data Pipeline,2025-06-07,16,Medium,,,0,,3,0.54,0.22,0.07,2,4,4,5,6,2025
EMP_004,Code Review,2024-09-12,15,Medium,5.6,52.2,1,4.0,4,0.61,0.41,0.27,5,3,3,3,9,2024
EMP_004,Feature Development,2025-12-07,10,High,5.0,42.8,1,3.9,4,0.77,0.56,0.25,4,2,3,6,12,2025
EMP_004,Feature Development,2025-03-08,19,Low,1.9,14.9,1,5.0,2,0.57,0.47,0.3,2,2,2,5,3,2025
EMP_004,Feature Development,2026-01-08,12,Low,0.5,5.1,1,5.0,0,0.61,0.52,0.1,1,2,2,3,1,2026
EMP_004,Code Review,2024-06-29,14,Low,1.9,17.7,1,5.0,3,0.51,0.29,0.15,2,2,4,5,6,2024
EMP_004,Code Review,2026-02-27,13,Medium,1.6,16.2,1,5.0,1,0.62,0.24,0.09,2,1,1,4,2,2026
EMP_004,Code Review,2026-01-11,11,Low,,,0,,1,0.46,0.42,0.15,1,1,1,6,1,2026
EMP_004,Data Pipeline,2025-08-21,12,High,5.2,45.0,1,2.7,5,0.72,0.3,0.09,4,3,4,3,8,2025
EMP_004,Feature Development,2024-05-23,9,High,1.5,13.6,1,5.0,1,0.91,0.4,0.21,2,2,1,3,5,2024
EMP_004,Code Review,2025-12-03,8,Critical,3.5,27.9,1,4.3,1,0.84,0.64,0.34,4,4,1,2,12,2025
EMP_004,Feature Development,2026-01-02,15,Low,1.5,13.6,1,5.0,2,0.47,0.02,0.01,2,3,3,4,1,2026
EMP_004,Documentation,2024-07-24,15,Low,2.0,14.7,1,5.0,2,0.46,0.14,0.09,2,2,3,2,7,2024
EMP_004,Bug Fix,2025-09-20,15,Low,0.6,8.7,1,5.0,2,0.74,0.4,0.08,1,1,1,5,9,2025
EMP_004,Bug Fix,2025-07-13,9,Medium,,,0,,2,0.59,0.13,0.03,1,3,1,6,7,2025
EMP_004,Data Pipeline,2025-01-22,3,Critical,2.0,7.5,1,4.0,2,0.61,0.29,0.13,1,1,2,2,1,2025
EMP_004,Bug Fix,2024-02-11,15,Low,,,0,,1,0.86,0.6,0.14,1,1,2,6,2,2024
EMP_004,Code Review,2026-04-22,11,High,5.7,50.6,1,4.3,4,0.81,0.68,0.31,5,3,2,2,4,2026
EMP_004,System Maintenance,2025-03-16,19,Low,,,0,,2,0.48,0.14,0.03,2,2,2,6,3,2025
EMP_004,Code Review,2025-07-10,15,High,,,0,,4,0.63,0.29,0.11,5,2,2,3,7,2025
EMP_004,Bug Fix,2024-03-09,18,Medium,2.1,13.5,1,5.0,1,0.72,0.17,0.08,2,4,3,5,3,2024
EMP_004,Feature Development,2024-10-15,10,High,1.2,14.0,1,5.0,1,0.89,0.35,0.05,2,2,2,1,10,2024
EMP_004,Data Pipeline,2024-06-25,11,High,4.0,34.5,1,4.4,2,0.43,0.12,0.05,4,1,2,1,6,2024
EMP_004,Feature Development,2025-05-20,5,High,0.7,10.4,1,5.0,1,0.77,0.52,0.15,1,3,2,1,5,2025
EMP_004,Documentation,2024-01-24,17,Medium,4.7,33.5,1,4.5,2,0.96,0.51,0.24,4,3,2,2,1,2024
EMP_004,Documentation,2024-03-16,13,Medium,3.0,19.0,1,5.0,0,0.8,0.55,0.35,3,2,2,5,3,2024
EMP_004,Code Review,2025-09-09,13,Medium,,,0,,2,0.7,0.15,0.07,2,2,3,1,9,2025
EMP_004,Documentation,2026-03-19,15,Low,2.5,20.5,1,5.0,2,0.86,0.56,0.21,3,2,2,3,3,2026
EMP_004,Feature Development,2026-03-31,9,Critical,5.4,40.8,1,3.7,4,0.73,0.14,0.08,4,3,2,1,3,2026
EMP_004,Code Review,2024-07-07,17,Medium,2.8,17.7,1,3.9,3,0.79,0.44,0.04,2,2,3,6,7,2024
EMP_004,Documentation,2026-03-23,9,Medium,0.5,9.0,1,5.0,2,0.74,0.31,0.17,1,2,3,0,3,2026
EMP_004,Bug Fix,2024-06-12,15,High,6.6,50.3,1,4.3,4,0.92,0.4,0.07,5,4,2,2,6,2024
EMP_004,Feature Development,2025-03-21,6,High,1.2,7.7,1,4.4,2,0.47,0.29,0.18,1,2,3,4,3,2025
EMP_004,Documentation,2024-10-12,16,Medium,1.5,17.8,1,5.0,3,0.75,0.29,0.13,2,2,3,5,10,2024
EMP_004,Documentation,2026-04-28,16,Medium,0.5,4.9,1,5.0,2,0.74,0.25,0.12,1,3,3,1,4,2026
EMP_004,Code Review,2026-01-23,14,Low,1.4,13.6,1,5.0,1,0.64,0.08,0.03,2,2,2,4,1,2026
EMP_004,Documentation,2025-05-24,24,Low,2.6,16.2,1,5.0,2,0.44,0.22,0.12,2,2,1,5,5,2025
EMP_004,Code Review,2025-12-17,11,Medium,,,0,,2,0.95,0.67,0.29,2,1,1,2,12,2025
EMP_004,Data Pipeline,2025-10-02,25,Low,2.3,28.0,1,5.0,2,0.8,0.42,0.06,3,2,2,3,10,2025
EMP_004,Documentation,2025-12-20,18,Low,2.2,15.5,1,5.0,2,0.81,0.4,0.02,2,2,2,5,12,2025
EMP_004,Feature Development,2024-06-22,19,Low,,,0,,2,0.57,0.32,0.09,2,2,3,5,6,2024
EMP_004,Feature Development,2025-11-05,7,High,2.2,12.3,1,3.7,0,0.83,0.61,0.21,2,2,3,2,11,2025
EMP_004,Documentation,2025-02-18,14,Medium,3.0,23.2,1,5.0,2,0.82,0.53,0.13,3,1,0,1,2,2025
EMP_004,Data Pipeline,2026-04-12,6,Critical,2.3,16.3,1,4.3,2,0.61,0.42,0.06,2,3,1,6,4,2026
EMP_004,Bug Fix,2025-07-05,11,Medium,1.2,6.9,1,5.0,2,0.4,0.25,0.1,1,2,0,5,7,2025
EMP_004,Code Review,2025-03-25,17,Medium,4.9,36.5,1,4.6,3,0.79,0.15,0.03,4,3,1,1,3,2025
EMP_004,Bug Fix,2024-01-27,23,Low,6.2,50.8,1,4.1,4,0.87,0.69,0.13,5,3,2,5,1,2024
EMP_004,Feature Development,2026-05-04,16,Medium,0.7,10.9,1,5.0,1,0.66,0.15,0.01,2,2,3,0,5,2026
EMP_004,Documentation,2025-04-07,18,Low,2.2,19.3,1,5.0,1,0.75,0.34,0.08,3,2,3,0,4,2025
EMP_004,Bug Fix,2024-07-05,14,Low,,,0,,2,0.92,0.27,0.07,1,2,2,4,7,2024
EMP_004,Documentation,2025-01-23,14,Low,1.8,18.1,1,5.0,3,0.63,0.38,0.19,2,0,3,3,1,2025
EMP_004,System Maintenance,2026-03-10,13,High,4.6,38.7,1,4.5,3,0.34,0.21,0.09,4,1,1,1,3,2026
EMP_004,System Maintenance,2025-05-19,9,High,2.6,14.6,1,4.9,1,0.82,0.55,0.01,2,1,1,0,5,2025
EMP_004,Bug Fix,2025-02-12,18,Medium,4.4,35.1,1,4.1,3,0.76,0.41,0.14,4,2,3,2,2,2025
EMP_004,Documentation,2026-04-17,12,Medium,1.7,16.6,1,5.0,2,0.51,0.12,0.03,2,1,3,4,4,2026
EMP_004,System Maintenance,2024-05-29,12,High,4.7,39.4,1,4.0,3,0.86,0.25,0.07,4,3,3,2,5,2024
EMP_004,Bug Fix,2024-06-17,17,Low,1.8,18.4,1,5.0,1,0.63,0.24,0.15,3,2,1,0,6,2024
EMP_004,Feature Development,2024-06-18,9,High,,,0,,1,0.72,0.3,0.1,2,1,0,1,6,2024
EMP_004,System Maintenance,2024-06-18,5,Critical,2.0,14.4,1,3.9,1,0.73,0.45,0.11,2,2,1,1,6,2024
EMP_004,Bug Fix,2025-07-18,12,Medium,0.5,3.7,1,5.0,0,0.74,0.51,0.08,1,0,1,4,7,2025
EMP_004,System Maintenance,2025-01-20,12,High,3.6,27.4,1,3.5,3,0.64,0.5,0.22,3,3,3,0,1,2025
EMP_004,Code Review,2025-07-19,15,Medium,4.3,35.2,1,4.8,3,0.75,0.46,0.07,4,3,2,5,7,2025
EMP_004,Bug Fix,2024-07-04,10,High,2.8,22.9,1,5.0,2,0.86,0.37,0.17,3,1,2,3,7,2024
EMP_004,Feature Development,2025-04-20,17,Low,1.6,15.9,1,5.0,1,0.81,0.19,0.01,2,3,3,6,4,2025
EMP_004,Feature Development,2024-02-09,9,High,3.5,27.1,1,3.7,3,0.82,0.48,0.24,3,2,3,4,2,2024
EMP_004,Feature Development,2025-02-23,11,High,,,0,,3,0.66,0.24,0.04,5,2,2,6,2,2025
EMP_004,Code Review,2024-03-06,13,High,4.3,42.4,1,5.0,3,0.87,0.43,0.14,5,2,0,2,3,2024
EMP_004,Code Review,2024-02-11,16,Low,4.4,32.1,1,3.7,4,0.52,0.3,0.13,3,1,3,6,2,2024
EMP_004,Code Review,2026-04-24,15,Low,0.6,3.6,1,5.0,0,0.71,0.23,0.08,1,1,0,4,4,2026
EMP_004,Bug Fix,2024-12-03,26,Low,6.1,49.8,1,4.5,4,0.69,0.11,0.02,5,4,3,1,12,2024
EMP_004,Data Pipeline,2024-01-31,4,Critical,,,0,,1,0.82,0.39,0.12,1,0,1,2,1,2024
EMP_004,Code Review,2025-04-21,17,Medium,2.9,21.6,1,4.8,2,0.83,0.41,0.08,3,3,3,0,4,2025
EMP_004,Data Pipeline,2025-11-09,18,Medium,2.7,17.5,1,5.0,2,0.63,0.42,0.19,2,2,1,6,11,2025
EMP_004,Data Pipeline,2026-02-25,16,Medium,7.2,50.9,1,3.0,4,0.37,0.19,0.03,5,2,3,2,2,2026
EMP_004,Feature Development,2025-05-05,16,Low,0.8,4.5,1,5.0,1,0.85,0.79,0.11,1,2,1,0,5,2025
EMP_004,Bug Fix,2025-05-06,12,Medium,1.8,17.4,1,5.0,2,0.79,0.23,0.06,2,2,1,1,5,2025
EMP_004,System Maintenance,2025-04-28,17,Medium,1.7,23.2,1,5.0,2,0.67,0.39,0.06,3,3,1,0,4,2025
EMP_004,Documentation,2024-12-31,15,Low,,,0,,0,0.99,0.55,0.07,2,3,0,1,12,2024
EMP_004,Bug Fix,2025-03-15,12,High,2.5,25.7,1,4.9,2,0.6,0.48,0.3,3,1,1,5,3,2025
EMP_004,Documentation,2024-02-26,11,Medium,2.4,18.7,1,4.2,2,0.39,0.14,0.04,2,2,3,0,2,2024
EMP_004,Bug Fix,2024-02-03,9,High,,,0,,3,0.64,0.35,0.06,3,3,2,5,2,2024
EMP_004,Bug Fix,2025-04-21,13,Medium,1.2,5.9,1,5.0,1,0.63,0.48,0.17,1,2,1,0,4,2025
EMP_004,Code Review,2025-06-29,8,High,0.5,7.7,1,5.0,1,0.62,0.38,0.12,1,3,2,6,6,2025
EMP_004,Bug Fix,2024-04-15,9,Critical,,,0,,3,0.85,0.48,0.06,5,2,2,0,4,2024
EMP_004,System Maintenance,2025-09-01,14,Low,,,0,,3,0.57,0.24,0.08,2,2,2,0,9,2025
EMP_004,Data Pipeline,2025-10-20,14,Medium,2.6,14.2,1,4.6,2,0.68,0.43,0.12,2,4,3,0,10,2025
EMP_004,Code Review,2025-01-17,12,Medium,,,0,,3,0.68,0.3,0.11,3,4,1,4,1,2025
EMP_004,Bug Fix,2026-05-13,22,Low,,,0,,3,0.82,0.4,0.15,5,2,2,2,5,2026
EMP_004,Feature Development,2025-05-11,5,Critical,2.1,19.7,1,3.8,3,0.5,0.31,0.16,2,3,3,6,5,2025
EMP_004,Feature Development,2024-11-30,19,Low,3.0,25.2,1,4.7,2,0.42,0.13,0.06,3,2,3,5,11,2024
EMP_004,Code Review,2026-01-23,20,Low,0.9,14.0,1,5.0,1,0.62,0.49,0.1,2,0,2,4,1,2026
EMP_004,Bug Fix,2025-05-18,14,Medium,1.7,20.7,1,5.0,3,0.57,0.35,0.13,2,1,2,6,5,2025
EMP_004,Code Review,2025-05-01,8,High,1.8,13.1,1,5.0,1,0.79,0.41,0.07,2,3,0,3,5,2025
EMP_004,Feature Development,2024-03-29,14,Medium,2.3,21.0,1,5.0,2,0.7,0.17,0.02,2,0,1,4,3,2024
EMP_004,System Maintenance,2026-05-30,16,Medium,1.2,15.7,1,5.0,1,0.72,0.48,0.1,2,2,1,5,5,2026
EMP_004,System Maintenance,2026-03-04,16,Medium,2.9,24.2,1,5.0,2,0.86,0.25,0.15,3,0,2,2,3,2026
EMP_004,Code Review,2025-11-11,19,Medium,2.8,24.5,1,5.0,3,0.86,0.67,0.17,3,2,2,1,11,2025
EMP_004,Code Review,2024-01-26,14,Low,0.7,5.3,1,5.0,1,0.88,0.13,0.02,1,2,1,4,1,2024
EMP_004,Bug Fix,2024-03-13,16,Medium,,,0,,3,0.64,0.23,0.07,3,1,2,2,3,2024
EMP_004,Bug Fix,2025-04-11,10,Medium,0.7,8.2,1,5.0,1,0.68,0.14,0.04,1,2,1,4,4,2025
EMP_004,System Maintenance,2025-04-11,13,Medium,1.5,10.7,1,5.0,1,0.77,0.33,0.05,1,1,1,4,4,2025
EMP_004,Documentation,2025-07-08,13,Medium,2.0,19.4,1,5.0,4,0.73,0.5,0.15,2,3,1,1,7,2025
EMP_004,Bug Fix,2025-01-21,12,High,2.9,24.3,1,4.7,2,0.85,0.62,0.32,3,1,2,1,1,2025
EMP_004,Code Review,2024-11-22,21,Low,1.6,17.6,1,5.0,3,0.49,0.33,0.19,2,3,1,4,11,2024
EMP_004,System Maintenance,2024-03-11,19,Medium,5.9,47.8,1,4.2,3,0.57,0.27,0.05,5,1,2,0,3,2024
EMP_004,Feature Development,2025-12-28,25,Low,2.9,24.9,1,5.0,3,0.88,0.75,0.39,3,2,3,6,12,2025
EMP_004,Bug Fix,2024-07-26,12,Medium,,,0,,1,0.94,0.51,0.23,2,1,2,4,7,2024
EMP_004,System Maintenance,2025-12-04,16,Medium,0.9,7.6,1,5.0,2,0.57,0.17,0.02,1,3,2,3,12,2025
EMP_004,Code Review,2025-03-26,5,Critical,2.2,21.2,1,2.5,3,0.91,0.2,0.03,2,3,3,2,3,2025
EMP_004,Feature Development,2025-06-28,9,Critical,,,0,,3,0.65,0.22,0.05,4,2,2,5,6,2025
EMP_004,Feature Development,2025-01-10,14,Medium,,,0,,3,0.84,0.31,0.23,3,3,2,4,1,2025
EMP_004,Data Pipeline,2025-08-17,19,Medium,,,0,,2,0.51,0.38,0.18,3,0,2,6,8,2025
EMP_004,Data Pipeline,2024-11-06,16,Medium,,,0,,2,0.59,0.21,0.08,2,1,2,2,11,2024
EMP_004,Feature Development,2025-07-21,12,Medium,,,0,,2,0.63,0.34,0.27,2,3,3,0,7,2025
EMP_004,Bug Fix,2024-11-23,17,Medium,,,0,,2,0.55,0.31,0.09,2,1,2,5,11,2024
EMP_004,Feature Development,2025-12-26,12,Medium,2.9,16.9,1,4.1,2,0.57,0.29,0.04,2,1,3,4,12,2025
EMP_004,Bug Fix,2025-08-26,8,High,0.5,7.5,1,5.0,1,0.74,0.36,0.05,1,4,4,1,8,2025
EMP_004,Bug Fix,2026-01-13,7,High,1.5,6.9,1,5.0,1,0.75,0.07,0.04,1,2,1,1,1,2026
EMP_004,Feature Development,2024-05-25,16,Medium,,,0,,2,0.59,0.26,0.03,3,2,2,5,5,2024
EMP_004,Bug Fix,2025-06-10,9,High,1.5,21.7,1,5.0,2,0.91,0.46,0.1,3,2,1,1,6,2025
EMP_004,System Maintenance,2025-05-19,18,Medium,4.0,28.7,1,5.0,3,0.85,0.32,0.09,3,1,1,0,5,2025
EMP_004,Bug Fix,2026-05-30,16,Low,0.5,4.5,1,5.0,0,0.72,0.32,0.06,1,1,1,5,5,2026
EMP_004,Feature Development,2024-06-26,9,High,1.0,14.6,1,5.0,3,0.8,0.44,0.18,2,3,3,2,6,2024
EMP_004,Bug Fix,2024-12-26,26,Low,4.5,33.5,1,5.0,3,0.93,0.46,0.1,4,2,3,3,12,2024
EMP_004,Documentation,2025-01-01,26,Low,4.4,38.9,1,4.9,3,0.76,0.37,0.04,4,3,3,2,1,2025
EMP_004,Bug Fix,2024-12-30,10,Medium,1.4,9.8,1,5.0,1,0.73,0.28,0.06,1,2,2,0,12,2024
EMP_004,Code Review,2024-07-21,15,Medium,1.8,10.7,1,5.0,1,0.82,0.16,0.14,2,2,2,6,7,2024
EMP_004,Documentation,2025-06-22,22,Low,2.0,18.1,1,5.0,2,0.92,0.23,0.11,2,2,1,6,6,2025
EMP_004,System Maintenance,2024-06-30,17,Low,1.9,20.0,1,5.0,1,0.85,0.29,0.11,3,2,1,6,6,2024
EMP_004,Documentation,2024-11-08,17,Low,3.2,19.0,1,4.9,3,0.63,0.44,0.15,2,1,2,4,11,2024
EMP_004,Bug Fix,2024-09-26,25,Low,,,0,,1,0.94,0.55,0.35,3,2,2,3,9,2024
EMP_004,Bug Fix,2024-06-25,17,Medium,6.6,52.0,1,3.9,4,0.87,0.38,0.05,5,2,2,1,6,2024
EMP_004,Documentation,2025-03-26,5,Critical,1.8,14.0,1,3.5,1,0.49,0.16,0.11,2,0,2,2,3,2025
EMP_004,Bug Fix,2024-02-12,19,Medium,2.5,19.4,1,5.0,1,0.94,0.65,0.07,3,2,2,0,2,2024
EMP_004,Feature Development,2026-04-06,15,Medium,4.8,38.1,1,4.1,3,0.59,0.33,0.24,4,3,1,0,4,2026
EMP_004,System Maintenance,2024-06-07,12,Medium,1.9,16.5,1,5.0,2,0.81,0.19,0.04,2,2,2,4,6,2024
EMP_004,Data Pipeline,2024-04-11,20,Low,2.2,19.3,1,5.0,3,0.79,0.52,0.21,2,3,3,3,4,2024
EMP_004,Data Pipeline,2024-08-14,16,Medium,5.6,46.4,1,4.0,3,0.71,0.34,0.14,5,2,3,2,8,2024
EMP_004,Data Pipeline,2025-09-10,7,Critical,3.3,25.3,1,3.6,2,0.7,0.22,0.03,3,1,2,2,9,2025
EMP_004,Code Review,2025-03-22,5,High,0.5,6.1,1,5.0,1,0.99,0.83,0.61,1,1,0,5,3,2025
EMP_004,Documentation,2024-07-07,5,Critical,1.1,14.1,1,3.3,1,0.33,0.11,0.04,2,2,4,6,7,2024
EMP_004,Feature Development,2024-07-02,9,Critical,5.3,43.2,1,3.1,5,0.55,0.07,0.03,4,4,4,1,7,2024
EMP_004,System Maintenance,2026-05-07,12,Medium,0.7,11.4,1,5.0,2,0.69,0.56,0.27,2,2,1,3,5,2026
EMP_004,Feature Development,2024-06-09,14,Medium,1.4,8.1,1,5.0,1,0.77,0.27,0.14,1,2,1,6,6,2024
EMP_004,Code Review,2024-12-19,7,High,0.5,2.7,1,5.0,0,0.85,0.21,0.14,1,1,0,3,12,2024
EMP_004,Feature Development,2025-02-23,13,Medium,,,0,,2,0.98,0.13,0.01,2,2,1,6,2,2025
EMP_004,Bug Fix,2025-07-30,6,Critical,,,0,,3,0.77,0.44,0.25,3,2,2,2,7,2025
EMP_004,Code Review,2024-02-13,7,High,,,0,,3,0.83,0.48,0.03,2,3,2,1,2,2024
EMP_004,Feature Development,2025-11-11,19,Low,1.9,21.2,1,5.0,2,0.88,0.34,0.09,3,2,2,1,11,2025
EMP_004,Code Review,2025-04-26,7,High,0.5,12.2,1,5.0,2,0.43,0.23,0.17,1,3,3,5,4,2025
EMP_004,Code Review,2025-08-15,20,Low,2.5,25.0,1,5.0,2,0.91,0.57,0.13,3,1,1,4,8,2025
EMP_004,Code Review,2026-05-18,13,Medium,,,0,,2,0.44,0.19,0.06,1,2,2,0,5,2026
EMP_004,Bug Fix,2025-07-31,15,Medium,2.1,12.2,1,5.0,2,0.87,0.49,0.15,2,3,2,3,7,2025
EMP_004,Feature Development,2025-06-12,23,Low,5.5,48.2,1,3.5,3,0.86,0.22,0.11,5,4,3,3,6,2025
EMP_004,Data Pipeline,2025-10-10,21,Low,7.0,55.1,1,3.9,5,0.55,0.38,0.18,5,3,4,4,10,2025
EMP_004,Feature Development,2026-05-06,17,Low,1.5,10.4,1,5.0,2,0.35,0.19,0.09,1,3,2,2,5,2026
EMP_004,Feature Development,2025-10-11,15,Low,3.4,22.9,1,4.7,3,0.73,0.54,0.05,2,3,3,5,10,2025
EMP_004,Code Review,2025-07-14,22,Low,1.3,10.1,1,5.0,2,0.66,0.07,0.01,1,3,2,0,7,2025
EMP_004,Data Pipeline,2024-09-07,12,High,,,0,,4,0.75,0.37,0.07,5,1,2,5,9,2024
EMP_004,Documentation,2024-12-24,17,Medium,2.2,17.5,1,4.9,3,0.33,0.21,0.02,2,4,3,1,12,2024
EMP_004,Bug Fix,2025-09-21,13,Medium,2.1,17.8,1,5.0,1,0.92,0.63,0.16,2,2,1,6,9,2025
EMP_004,Data Pipeline,2024-12-25,6,Critical,1.5,9.8,1,5.0,1,0.77,0.56,0.36,2,2,0,2,12,2024
EMP_004,Data Pipeline,2025-09-23,9,High,3.4,26.3,1,4.8,3,0.72,0.27,0.12,3,2,2,1,9,2025
EMP_004,Documentation,2025-04-12,25,Low,3.6,30.3,1,5.0,2,0.86,0.51,0.18,4,3,1,5,4,2025
EMP_004,Code Review,2025-12-04,9,High,3.5,21.2,1,3.3,3,0.67,0.33,0.08,2,3,4,3,12,2025
EMP_004,Documentation,2024-08-15,18,Medium,3.8,27.0,1,5.0,3,0.74,0.33,0.06,3,2,3,3,8,2024
EMP_004,Code Review,2025-07-19,18,Medium,0.7,6.5,1,5.0,0,0.81,0.46,0.16,2,2,1,5,7,2025
EMP_004,Documentation,2024-10-31,21,Low,3.1,28.8,1,5.0,4,0.8,0.52,0.07,3,1,2,3,10,2024
EMP_004,Data Pipeline,2024-04-12,21,Medium,,,0,,3,0.77,0.29,0.09,5,3,3,4,4,2024
EMP_004,Data Pipeline,2025-05-23,15,Medium,1.6,8.2,1,5.0,2,0.87,0.41,0.04,1,2,1,4,5,2025
EMP_004,Code Review,2025-11-19,21,Medium,5.2,48.2,1,3.9,4,0.51,0.28,0.06,5,2,3,2,11,2025
EMP_004,Data Pipeline,2024-08-30,11,Medium,1.4,11.4,1,5.0,1,0.82,0.41,0.18,2,2,3,4,8,2024
EMP_004,Bug Fix,2024-02-01,8,Critical,,,0,,3,0.71,0.45,0.14,4,4,5,3,2,2024
EMP_004,Bug Fix,2025-08-11,12,Medium,1.0,5.6,1,5.0,1,0.68,0.27,0.07,1,1,2,0,8,2025
EMP_004,Code Review,2024-11-09,9,Critical,6.9,56.6,1,4.0,5,0.73,0.56,0.07,5,3,3,5,11,2024
EMP_004,Documentation,2024-03-05,18,Medium,,,0,,4,0.65,0.18,0.08,4,4,4,1,3,2024
EMP_004,Bug Fix,2025-12-24,14,Medium,1.1,17.6,1,5.0,2,0.45,0.23,0.01,2,2,3,2,12,2025
EMP_004,Code Review,2024-12-06,15,Medium,,,0,,2,0.61,0.44,0.22,2,1,2,4,12,2024
EMP_004,Bug Fix,2025-11-08,17,Medium,1.8,11.2,1,5.0,2,0.47,0.38,0.13,2,2,2,5,11,2025
EMP_004,Code Review,2024-08-31,5,Critical,1.7,11.1,1,4.4,1,0.33,0.15,0.04,2,1,2,5,8,2024
EMP_004,Data Pipeline,2026-04-16,17,Medium,2.2,20.9,1,5.0,1,0.9,0.43,0.05,3,3,2,3,4,2026
EMP_004,Documentation,2025-08-07,11,Medium,0.7,11.1,1,5.0,1,0.87,0.74,0.01,1,2,3,3,8,2025
EMP_004,Feature Development,2024-06-26,19,Medium,4.3,40.7,1,4.6,4,0.76,0.14,0.08,4,4,3,2,6,2024
EMP_004,System Maintenance,2024-11-02,12,High,5.8,52.7,1,4.4,5,0.85,0.64,0.18,5,2,1,5,11,2024
EMP_004,Documentation,2024-11-04,16,Medium,2.3,19.1,1,5.0,3,0.45,0.13,0.06,2,3,2,0,11,2024
EMP_004,Data Pipeline,2026-03-14,20,Low,1.7,11.2,1,5.0,2,0.7,0.54,0.07,2,1,2,5,3,2026
EMP_004,Documentation,2026-01-12,17,Medium,2.4,14.4,1,5.0,2,0.7,0.26,0.14,2,1,0,0,1,2026
EMP_004,System Maintenance,2024-10-01,11,Medium,1.4,15.4,1,5.0,1,0.75,0.48,0.14,2,0,0,1,10,2024
EMP_004,Data Pipeline,2024-11-28,7,Critical,,,0,,2,0.55,0.3,0.13,3,1,2,3,11,2024
EMP_004,Code Review,2024-12-24,15,High,6.5,48.1,1,4.1,4,0.68,0.31,0.07,5,2,2,1,12,2024
EMP_004,Feature Development,2025-01-11,17,Low,1.9,18.7,1,5.0,4,0.63,0.25,0.09,2,3,3,5,1,2025
EMP_004,Documentation,2024-06-28,12,Medium,1.6,15.7,1,5.0,2,0.95,0.56,0.12,2,2,2,4,6,2024
EMP_004,Code Review,2024-09-07,6,Critical,3.8,26.4,1,3.1,3,0.8,0.41,0.21,3,2,2,5,9,2024
EMP_004,Code Review,2025-03-11,12,High,,,0,,3,0.59,0.38,0.22,4,2,4,1,3,2025
EMP_004,Feature Development,2025-03-27,16,Low,3.4,28.7,1,4.6,3,0.52,0.39,0.01,3,3,2,3,3,2025
EMP_004,Feature Development,2026-02-26,19,Medium,5.8,51.5,1,3.4,4,0.65,0.2,0.03,5,4,4,3,2,2026
EMP_004,Code Review,2025-06-17,15,Medium,1.9,13.7,1,5.0,1,0.93,0.46,0.32,2,1,0,1,6,2025
EMP_004,Data Pipeline,2024-05-30,13,High,4.3,42.3,1,3.3,3,0.7,0.16,0.03,5,2,3,3,5,2024
EMP_004,Documentation,2026-03-28,10,Medium,1.8,15.5,1,5.0,2,0.66,0.35,0.1,2,1,0,5,3,2026
EMP_004,Bug Fix,2026-04-14,15,High,,,0,,4,0.68,0.41,0.1,5,3,2,1,4,2026
EMP_004,Bug Fix,2025-08-28,21,Medium,6.5,54.3,1,3.4,4,0.69,0.3,0.11,5,4,4,3,8,2025
EMP_004,Bug Fix,2024-01-16,12,Medium,2.2,19.9,1,4.7,3,0.41,0.23,0.03,2,1,3,1,1,2024
EMP_004,Bug Fix,2025-08-30,12,Medium,1.8,17.6,1,5.0,3,0.82,0.65,0.26,2,2,2,5,8,2025
EMP_004,Bug Fix,2025-04-27,25,Low,5.0,32.3,1,5.0,2,0.78,0.35,0.08,4,3,2,6,4,2025
EMP_004,Documentation,2026-04-25,26,Low,6.1,46.8,1,5.0,3,0.9,0.4,0.09,5,4,1,5,4,2026
EMP_004,System Maintenance,2025-01-26,6,Critical,2.4,11.9,1,4.5,1,0.88,0.36,0.09,2,1,1,6,1,2025
EMP_004,Feature Development,2024-03-25,6,High,0.5,6.0,1,5.0,1,0.62,0.22,0.04,1,1,2,0,3,2024
EMP_004,Code Review,2025-08-19,13,Medium,,,0,,1,0.92,0.33,0.19,2,1,2,1,8,2025
EMP_004,Documentation,2025-07-05,17,Low,0.5,6.0,1,5.0,2,0.69,0.2,0.12,1,3,2,5,7,2025
EMP_004,System Maintenance,2024-10-07,10,High,0.8,10.7,1,5.0,0,0.69,0.54,0.31,2,3,1,0,10,2024
